name,review,star,review_num,ave_star
디저트39 신사역점,집앞이라 종종 가는데 좋아요~더보기,5.0,14,2.4
디저트39 신사역점,신사점에 디저트 39 생겨서 가봤는데 생각 외로 분위기 있고 깔끔하네요! 집 근처라 종종 갈듯더보기,5.0,32,3.4
디저트39 신사역점,저가 카페치고 요즘뜨는것 같아요 곰돌이병도 귀여웠는데 새로나운 잔도 귀엽네요 ㅋㅋ더보기,5.0,56,3.1
디저트39 신사역점,맛있고 친절함더보기,5.0,1,5.0
디저트39 신사역점,저가 카페치고 요즘뜨는것 같아요 곰돌이병도 귀여웠는데 새로나운 잔도 귀엽네요 ㅋㅋ더보기,5.0,56,3.1
디저트39 신사역점,맛있고 친절함더보기,5.0,1,5.0
바나프레소 세관사거리점,"그릴 메뉴를 시키면 오분 정도 소요된다고 안내가 나오는데, 15분 이상 대기하였음안내 개선이 필요함더보기",3.0,7,4.0
바나프레소 세관사거리점,한참을 여성직원앞에서 메뉴를 바라보며 생각하고 있었는데 메뉴 말씀드리니 단호하게 “키오스크”에서 주문하세요” 라고 하네요 ㅠㅜ 처음부터 뭐 도와드릴까요? 라고 친절하게 응대 해줬으면 좋겠건만.더보기,1.0,1,1.0
바나프레소 세관사거리점,키오스크에서만 주문이 가능한데 그런 설명이 하나도 없어서 몰랐어요. 점원 앞에서 한참을 기다렸다 주문하는데 그제서야 저기서 하시라고 하면서 사람을 그림자 취급하네요 ^^더보기,1.0,42,3.8
바나프레소 세관사거리점,더보기,5.0,"1,094",4.8
바나프레소 세관사거리점,커피 가격도 좋고 맛도 최고고 양도 많고 분위기도 다 너무 좋습니다.. 딱한가지 단점이라면 알바분들 사담이 심합니다..ㅜ웃고 즐겁게 일하는건 너무 좋은일이지만 공간이 커서 울리는데 카운터 중간에서 너무도 개인적인 말들이 오가서 듣기 조금 힘들때가 있습니다..다른지점도 대체로 그래요ㅜㅜ열심히 일하시는데 점심시간 이외에는 고객들보다 말이 더 많이 들려서 그게 쪼금 아쉽네요^^접기,4.0,6,3.5
바나프레소 세관사거리점,더보기,5.0,"1,094",4.8
바나프레소 세관사거리점,커피 가격도 좋고 맛도 최고고 양도 많고 분위기도 다 너무 좋습니다.. 딱한가지 단점이라면 알바분들 사담이 심합니다..ㅜ웃고 즐겁게 일하는건 너무 좋은일이지만 공간이 커서 울리는데 카운터 중간에서 너무도 개인적인 말들이 오가서 듣기 조금 힘들때가 있습니다..다른지점도 대체로 그래요ㅜㅜ열심히 일하시는데 점심시간 이외에는 고객들보다 말이 더 많이 들려서 그게 쪼금 아쉽네요^^접기,4.0,6,3.5
바나프레소 세관사거리점,더보기,5.0,"1,094",4.8
바나프레소 세관사거리점,커피 가격도 좋고 맛도 최고고 양도 많고 분위기도 다 너무 좋습니다.. 딱한가지 단점이라면 알바분들 사담이 심합니다..ㅜ웃고 즐겁게 일하는건 너무 좋은일이지만 공간이 커서 울리는데 카운터 중간에서 너무도 개인적인 말들이 오가서 듣기 조금 힘들때가 있습니다..다른지점도 대체로 그래요ㅜㅜ열심히 일하시는데 점심시간 이외에는 고객들보다 말이 더 많이 들려서 그게 쪼금 아쉽네요^^접기,4.0,6,3.5
바나프레소 세관사거리점,더보기,5.0,"1,094",4.8
바나프레소 세관사거리점,커피 가격도 좋고 맛도 최고고 양도 많고 분위기도 다 너무 좋습니다.. 딱한가지 단점이라면 알바분들 사담이 심합니다..ㅜ웃고 즐겁게 일하는건 너무 좋은일이지만 공간이 커서 울리는데 카운터 중간에서 너무도 개인적인 말들이 오가서 듣기 조금 힘들때가 있습니다..다른지점도 대체로 그래요ㅜㅜ열심히 일하시는데 점심시간 이외에는 고객들보다 말이 더 많이 들려서 그게 쪼금 아쉽네요^^접기,4.0,6,3.5
카페베네 논현역점,"안녕하세요. 제로페이로 결제할 수 있게 해 주시면 방문객도, 매장에도 좋겠습니다 ~~~^^더보기",5.0,8,4.5
카페베네 논현역점,반려견 동반이라해서 델고 들어갔는데 입장 불가능이라네요...일부러 여기까지 온거였는데 카카오맵에는 입장가능이라면서 왜 카페는 입장불가라고 되어있는지...소통좀 해주세요 서로..제가 결국 입장불가라고 카카오맵에 말해서 등록됬네요기분만 상했어요접기,1.0,1,1.0
카페베네 논현역점,남직원이 서비스마인드가 별로더보기,1.0,55,3.3
카페베네 논현역점,더보기,5.0,4,5.0
카페베네 논현역점,공간이 좋아요더보기,5.0,218,2.7
카페베네 논현역점,스벅 가려다 어두워서 여길 찾았는데 진짜 카페 너무 예쁘고 쾌적하고 사장님 너무 친절하시고:)더보기,5.0,54,4.0
카페베네 논현역점,쾌적하고 좋네요 맛도 굿!더보기,5.0,11,4.2
카페베네 논현역점,비주얼 미쳤다 진짜 너무 트렌디하고 좋아요 ㅠㅠ내가 알던 카페베네가 아니야..❤카공하기에도 좋고 정말 쨩!더보기,5.0,22,2.9
카페베네 논현역점,더보기,5.0,4,5.0
카페베네 논현역점,공간이 좋아요더보기,5.0,218,2.7
카페베네 논현역점,스벅 가려다 어두워서 여길 찾았는데 진짜 카페 너무 예쁘고 쾌적하고 사장님 너무 친절하시고:)더보기,5.0,54,4.0
카페베네 논현역점,쾌적하고 좋네요 맛도 굿!더보기,5.0,11,4.2
카페베네 논현역점,비주얼 미쳤다 진짜 너무 트렌디하고 좋아요 ㅠㅠ내가 알던 카페베네가 아니야..❤카공하기에도 좋고 정말 쨩!더보기,5.0,22,2.9
카페베네 논현역점,완전 넓고 좋아요!! 더워지면 빙수 먹으러 자주 올것 같아요더보기,5.0,14,4.8
카페베네 논현역점,정말 편안한 분위기에 편안한 좌석까지 있고 자리도 큼직하고 좋습니다. 와이파이5G도 되고 바닥이랑 인테리어 등등 여러가지 신경쓴게 보여요 카페베네 안간지 정말 오래됐는데 여긴 진짜 자주올 것 같아요. 스터디룸도 마련되어있어요더보기,5.0,9,4.6
카페베네 논현역점,완전 넓고 좋아요!! 더워지면 빙수 먹으러 자주 올것 같아요더보기,5.0,14,4.8
카페베네 논현역점,정말 편안한 분위기에 편안한 좌석까지 있고 자리도 큼직하고 좋습니다. 와이파이5G도 되고 바닥이랑 인테리어 등등 여러가지 신경쓴게 보여요 카페베네 안간지 정말 오래됐는데 여긴 진짜 자주올 것 같아요. 스터디룸도 마련되어있어요더보기,5.0,9,4.6
커피빈 영동고앞점,직원분이 달콤하고 음료가 친절해요.더보기,5.0,11,4.9
커피빈 영동고앞점,"직원 일 너무 못해요. 제가 물티슈 넣었냐고 물어봤더니 넣었다고 거짓말 하더라구요. 그리고 제 앞에 분명히 한 분 계셨는데 제 앞의 분 커피 제조하시는 동안 들어온, 제가 커피빈에서 커피를 사야겠다 시간 계산 하고 결정하고 결제할 때만 해도  없었던 미래의 몇분 손님들 결제 시간까지 예상했어야 했나요? 제 앞의 분 커피 제조해드리고 저에게는 아무런 언지도 없이 그저 시종일관 정신 없고 미숙한 모습으로 혼이 나간 채 제겐 미래의 가능성이었던 손님들 주문까지 다 받고 저는 그냥 다 기다려드리고 받아왔네요. 이게 커피빈의 미래라고 생각합니다 저는. 오래 못 갈 것 같아요 이렇게 그저 체계없는 동네 커피집 같은 서비스 유지하실거면 가격부터 내리시고 브랜딩부터 포기하세요.접기",1.0,2,2.0
에슬로우커피 도산대로점,아아에서 초콜릿향이 나서 맛있고 자주애용하는곳더보기,5.0,10,1.9
에슬로우커피 도산대로점,좋아요. 저렴한 더치커피도  좋고 수박음료도 여름에 좋아요더보기,5.0,2,4.5
에슬로우커피 도산대로점,더보기,5.0,976,3.5
리머커피,갠찮음더보기,4.0,65,2.8
리머커피,더보기,5.0,15,4.8
리머커피,정말 맛나요~~~ㅎㅎ친절하고요...더보기,5.0,2,5.0
리머커피,더보기,5.0,1,5.0
리머커피,커피 진짜 다 맛있고 레드벨벳쿠림치즈 쿠키 존맛탱이에요. 빵 종류도 맛나영. 분위기도 넘 좋고 사장님 너무 친절하심^^더보기,5.0,1,5.0
리머커피,커피 맛이 좋고 쿠키도 너무 맛있어요친절하시고 분위기도 좋아서 자주 가요더보기,5.0,10,4.5
리머커피,사장님이 개성있고 너무 친절하셔서 좋았어요!커피종류면 다 잘먹는데 리머커피 먹고나서 여기만가네요더보기,5.0,1,5.0
리머커피,여기 커피 존맛탱임~ 크림종류 다 맛있음! 근데 그냥 커피도 진짜 맛있어요ㅋㅋ 회사 근처라 자주 가는데 주말에도 생각남~ㅋ더보기,5.0,12,3.1
리머커피,더보기,5.0,1,5.0
리머커피,커피 진짜 다 맛있고 레드벨벳쿠림치즈 쿠키 존맛탱이에요. 빵 종류도 맛나영. 분위기도 넘 좋고 사장님 너무 친절하심^^더보기,5.0,1,5.0
리머커피,커피 맛이 좋고 쿠키도 너무 맛있어요친절하시고 분위기도 좋아서 자주 가요더보기,5.0,10,4.5
리머커피,사장님이 개성있고 너무 친절하셔서 좋았어요!커피종류면 다 잘먹는데 리머커피 먹고나서 여기만가네요더보기,5.0,1,5.0
리머커피,여기 커피 존맛탱임~ 크림종류 다 맛있음! 근데 그냥 커피도 진짜 맛있어요ㅋㅋ 회사 근처라 자주 가는데 주말에도 생각남~ㅋ더보기,5.0,12,3.1
이디야커피 강남구청역아이티웨딩점,카페 엄청 넓고 친절하세요!더보기,5.0,29,4.6
이디야커피 강남구청역아이티웨딩점,"안없어져써요!!근데 카카오맵에 위치가 잘못나와있네요;;정확한 위치 사진에 첨부했슴니다무슨 웨딩 상담홀이랑 매장을 같이 써서 엄청 넓고, 또 친절하네요ㅎㅎ더보기",5.0,3,4.0
이디야커피 강남구청역아이티웨딩점,여기 없어진듯더보기,1.0,22,1.9
이디야커피 강남구청역아이티웨딩점,더보기,5.0,299,1.4
카페282,터줏대감 댕댕이가 사람들 구경하는 카페 ㅋㅋㅋㅋㅋ야외자리가 날좋을때 가면 진짜 최곱니다회사일 지칠때마다 힐링하러가요댕댕이들도 낯선사람들 안무서워하고 같이 놀자고 잘 들러붙어서 넘 귀여워요 ㅋㅋㅋㅋㅋ접기,5.0,2,5.0
카페282,맛과 멋을 동시에 잡고 있는 카페☆ 신논현 올 때마다 생각날 것 같아요! 재방문의사 100%더보기,5.0,1,5.0
카페282,커피와 음식 모두 맛있어요!아리 두부 너무 귀여워요더보기,5.0,3,5.0
카페282,특별히 맛있진 않지만 경치 괜찮음가는 길 경사 조금 심함혼자 멍 때리고 싶다면 재방문 의사 유더보기,3.0,97,3.2
카페282,애견카페 너무 좋아요더보기,5.0,1,5.0
카페282,더보기,4.0,2,4.5
카페282,밤에 갔는데 인터넷에 올라온 사진이랑 다르게 분위기 진짜 요상한 술집같고 김 다 빠진 기네스 생맥 한잔에 만이천원인데 200미리 우유보다 양 작음 . 강아지는 귀여움더보기,1.0,134,2.8
카페282,특별히 맛있진 않지만 경치 괜찮음가는 길 경사 조금 심함혼자 멍 때리고 싶다면 재방문 의사 유더보기,3.0,97,3.2
카페282,애견카페 너무 좋아요더보기,5.0,1,5.0
카페282,더보기,4.0,2,4.5
카페282,밤에 갔는데 인터넷에 올라온 사진이랑 다르게 분위기 진짜 요상한 술집같고 김 다 빠진 기네스 생맥 한잔에 만이천원인데 200미리 우유보다 양 작음 . 강아지는 귀여움더보기,1.0,134,2.8
자르뎅마조렐,직원분도 친절하고 컵도 환경을 생각해서인지 생분해 컵쓰고있더라구요 음료도 다양해서 맛있어요더보기,5.0,13,4.7
자르뎅마조렐,우연하게 방문했던 플라워카페였는데 기분이 좋았던 카페. 직원분이 친절하시고 가게도 예뻣는데 커피를 주문하면 생화 꽃다발을 선물로 주셔서 어리둥절하면서도 감동과 울림이 있었다 :) 평일 아침에 방문했던터라 굉장히 여유있었고 매장에 우리 둘 밖에 없었지만 주말에 방문한다면 꽤 인기가 많을 것 같은 카페! 다음에 또 오겠습니다. 사장님~  친절 감사합니다 ~!접기,4.0,155,4.1
자르뎅마조렐,"내부에 들어서자마자 감탄하게 되는 꽃 향기.. 집에서 이런 냄새가 난다면 정말 행복할 것 같아요!! 내부가 예쁜 식물원 느낌. 같은 메뉴 2천원씩 더 받고 맛 없게 파는 카페가 널렸는데, 음료도 맛있고 꽃 한 송이까지 준다니 누구라도 좋아할 것 같은 카페예요 :)더보기",5.0,43,4.3
자르뎅마조렐,차 주문하면 꽃 한송이를 주시네요^^꽃 향기를 맡으며 아메리카노 3000원에 꽃 한송이까지  감동입니다^^더보기,5.0,3,4.3
자르뎅마조렐,도심속에서 힐링이 되는 플라워카페.꽃내음이 가득합니다.더보기,5.0,1,5.0
자르뎅마조렐,차 주문하면 꽃 한송이를 주시네요^^꽃 향기를 맡으며 아메리카노 3000원에 꽃 한송이까지  감동입니다^^더보기,5.0,3,4.3
자르뎅마조렐,도심속에서 힐링이 되는 플라워카페.꽃내음이 가득합니다.더보기,5.0,1,5.0
자르뎅마조렐,차 주문하면 꽃 한송이를 주시네요^^꽃 향기를 맡으며 아메리카노 3000원에 꽃 한송이까지  감동입니다^^더보기,5.0,3,4.3
자르뎅마조렐,도심속에서 힐링이 되는 플라워카페.꽃내음이 가득합니다.더보기,5.0,1,5.0
커피빈 논현201-5번지점,서비스도 친절하고 자리도 넓어서 대화하기 좋아요!더보기,5.0,5,2.6
커피빈 논현201-5번지점,더보기,5.0,1,5.0
디저트39 학동역점,손님 들어 오자마자 주문 오래걸린다고 함. 주문 받을 생각이 없어서 민망하게 나왔네요. 처음이 아니라 벌써 두번째 입밴입니다. 장사할 생각이 없는것 같은데 문은 왜 여는지..더보기,1.0,2,3.0
디저트39 학동역점,저녁에 갔는데 직원이 자리에 없어서 봤더니 자기 친구들 불러놓고 앉아서 수다 떨고 있었다. 게다가 손님보고 인사도 안한다. 가관이다더보기,1.0,18,3.2
디저트39 학동역점,알바ㅋㅋㅋㅋㅋㅋㅋ ㄹㅇ경험해보시면 앎더보기,1.0,52,2.8
디저트39 학동역점,문에는 8시오픈이라고 써있는데매장 안 불은 켜져있으나 8시 30~40분에 가면 문이 잠겨있음 ㅋㅋㅋ그냥 9시 오픈으로 바꾸지 하지그래요?더보기,2.0,5,3.2
디저트39 학동역점,알바하는 분이 다른 분이랑 떠들고 밖에도 나갔다 오네요…알바분 놀러오신줄…더보기,2.0,1,2.0
디저트39 학동역점,케익 해동 안 해 놔서 먹고 싶은 케익 못 먹음맛 자체는 나쁘지 않음근데 상그리아 과일 같은 거 전무.. 배짱 무엇..;오래 있기 좋은 분위기 아니라서 재방문 의사 무접기,3.0,97,3.2
디저트39 학동역점,문에는 8시오픈이라고 써있는데매장 안 불은 켜져있으나 8시 30~40분에 가면 문이 잠겨있음 ㅋㅋㅋ그냥 9시 오픈으로 바꾸지 하지그래요?더보기,2.0,5,3.2
디저트39 학동역점,알바하는 분이 다른 분이랑 떠들고 밖에도 나갔다 오네요…알바분 놀러오신줄…더보기,2.0,1,2.0
디저트39 학동역점,케익 해동 안 해 놔서 먹고 싶은 케익 못 먹음맛 자체는 나쁘지 않음근데 상그리아 과일 같은 거 전무.. 배짱 무엇..;오래 있기 좋은 분위기 아니라서 재방문 의사 무접기,3.0,97,3.2
갤러리로얄,음식맛있고 전시 좋았어요:)더보기,5.0,20,3.3
카페오씨씨,직장이 근처라 최근 몇 년동안 자주 가는 곳이에요. 많이 가면 주 2~3회? 여기 사장님과 일하시는 분들 진짜 우주최강의 친절함을 가지셨고 갈 때마다 긍정에너지 가득 받고 기분 좋게 나옵니다^^ (속으로 매번 감탄함ㅠ) 프랜차이즈에서는 볼 수 없는 독특한 커피도 있고 무엇보다 퀄리티에 자부심을 갖고 만드시더라고요. 최고급 바닐라빈 사용 등등. 파스타랑 디저트 종류도 많습니다. 내부 인테리어도 감성 있고 2층에 테라스도 있어요. 강추 드립니다ㅎㅎ접기,5.0,12,3.8
카페오씨씨,맛있고 사장님도 아주 친절하세요!더보기,5.0,8,5.0
카페오씨씨,지난 번에 오고 또 왔는데 또 닫아있네요 ㅠㅠ.....운영중이라고 되어 있어서 왔는데 덥고 스트레스 받아요 ㅠㅡㅠ.....운영 안할 땐 영업안한다고 띄워놓아주셨으면..더보기,1.0,2,2.5
카페오씨씨,더보기,5.0,93,4.0
카페오씨씨,"분위기도 짱, 맛도 짱짱~~!!더보기",5.0,4,3.8
카페오씨씨,여기 샌드위치 정말 대존맛이에요ㅠㅠ 언주에서 직장다닐때도 자주 갔었는데 얼마나 맛있으면 퇴사 이후로 두번이나 더 먹으러 온 곳...파스타나 다른 음료들도 모두 맛있어요!더보기,5.0,4,4.0
카페오씨씨,최고의 카페!!더보기,5.0,4,5.0
카페오씨씨,분위기 넘 좋네요 커피도 맛있구더보기,5.0,22,3.5
카페오씨씨,더보기,5.0,93,4.0
카페오씨씨,"분위기도 짱, 맛도 짱짱~~!!더보기",5.0,4,3.8
카페오씨씨,여기 샌드위치 정말 대존맛이에요ㅠㅠ 언주에서 직장다닐때도 자주 갔었는데 얼마나 맛있으면 퇴사 이후로 두번이나 더 먹으러 온 곳...파스타나 다른 음료들도 모두 맛있어요!더보기,5.0,4,4.0
카페오씨씨,최고의 카페!!더보기,5.0,4,5.0
카페오씨씨,분위기 넘 좋네요 커피도 맛있구더보기,5.0,22,3.5
카페오씨씨,더보기,5.0,93,4.0
카페오씨씨,"분위기도 짱, 맛도 짱짱~~!!더보기",5.0,4,3.8
카페오씨씨,여기 샌드위치 정말 대존맛이에요ㅠㅠ 언주에서 직장다닐때도 자주 갔었는데 얼마나 맛있으면 퇴사 이후로 두번이나 더 먹으러 온 곳...파스타나 다른 음료들도 모두 맛있어요!더보기,5.0,4,4.0
카페오씨씨,최고의 카페!!더보기,5.0,4,5.0
카페오씨씨,분위기 넘 좋네요 커피도 맛있구더보기,5.0,22,3.5
카페오씨씨,더보기,5.0,93,4.0
카페오씨씨,"분위기도 짱, 맛도 짱짱~~!!더보기",5.0,4,3.8
카페오씨씨,여기 샌드위치 정말 대존맛이에요ㅠㅠ 언주에서 직장다닐때도 자주 갔었는데 얼마나 맛있으면 퇴사 이후로 두번이나 더 먹으러 온 곳...파스타나 다른 음료들도 모두 맛있어요!더보기,5.0,4,4.0
카페오씨씨,최고의 카페!!더보기,5.0,4,5.0
카페오씨씨,분위기 넘 좋네요 커피도 맛있구더보기,5.0,22,3.5
카페오씨씨,"맛있다! 커피도 맛있고, 티도 맛있고샌드위치도 맛있다. 카페든 음식점이든 맛있는게 최고!더보기",5.0,82,3.4
카페오씨씨,샌드위치 진짜 맛있다커피 맛있다케이크도 종류 많고 진짜 맛있다공간도 넓다 야외 테라스도 있다 친절하다음악 선곡+볼륨 모두 완벽해.. 좋았다 또 가야징접기,5.0,39,4.8
카페오씨씨,아니 이런 카페가 있는지 왜 이제 안거람 .. (´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)근처 거주민인데 앞으로는 꼭 친구들이나 약속은 여기서 잡아야겠어요 커피가 넘 맛있고 카페가 진짜 넓고 넘넘 예뻐요 ....!!!! 인스타 유명한 감성카페보다 인테리어도 예쁘고 음료랑 케이크도 맛있어요!! 일단 플레이리스트부터 넘 좋습니다... 사장님도 너무 친절하시고 ㅜㅜ 강추 !!접기,5.0,41,3.8
카페오씨씨,라우겐 샌드위치 너무너무 맛있어요ㅠㅠ더보기,5.0,3,2.3
카페오씨씨,Very cozy더보기,5.0,5,3.4
카페오씨씨,ㅠㅠ 당근케익 존맛탱 아아도 안쓰고 맛있어요더보기,5.0,28,3.4
카페오씨씨,갈 때마다 편안한 분위기...난 여기가 참 좋다커피 맛도 정말이지 수준급.동료직원들과 회사 근처 놀러온 친구들 데리고 가서 한 번도 실패 한 적 없음 ^^접기,5.0,1,5.0
카페오씨씨,커피 수준급이고 디저트류도 직접 만드시는듯 맛있어요. 식사도 저렴한 가격에 맛있어서 점심엔 2층까지 꽉차네요.더보기,5.0,10,4.1
카페오씨씨,"매장 너무 이쁘고, 음악 너무 맘에 들고, 사장님 너무 친절하시고, 돌체라떼 너무 맛있다. 더말해뭐해. 사실 이렇게 이쁜데인지 모르고 커피 맛있길래 어디서 사왔냐고 동료에게 물었더니 알랴주셔서 온 곳. 맛도 있고 예쁘고 친절하기까지하다니.. 단골되겠군..더보기",5.0,18,4.6
카페오씨씨,ㅠㅠ 당근케익 존맛탱 아아도 안쓰고 맛있어요더보기,5.0,28,3.4
카페오씨씨,갈 때마다 편안한 분위기...난 여기가 참 좋다커피 맛도 정말이지 수준급.동료직원들과 회사 근처 놀러온 친구들 데리고 가서 한 번도 실패 한 적 없음 ^^더보기,5.0,1,5.0
카페오씨씨,커피 수준급이고 디저트류도 직접 만드시는듯 맛있어요. 식사도 저렴한 가격에 맛있어서 점심엔 2층까지 꽉차네요.더보기,5.0,10,4.1
카페오씨씨,"매장 너무 이쁘고, 음악 너무 맘에 들고, 사장님 너무 친절하시고, 돌체라떼 너무 맛있다. 더말해뭐해. 사실 이렇게 이쁜데인지 모르고 커피 맛있길래 어디서 사왔냐고 동료에게 물었더니 알랴주셔서 온 곳. 맛도 있고 예쁘고 친절하기까지하다니.. 단골되겠군..더보기",5.0,18,4.6
커피빈 논현동수면센터점,내가 커피빈 신메뉴 대부분 좋아하는 편브라운슈가 맛있는데 버블은 정말... 넘나 많이 끊여서 퍼지고 탱글탱글한 맛 없규..ㅜㅜㅜ더보기,4.0,29,4.4
커피빈 논현동수면센터점,더보기,5.0,40,3.7
커피빈 논현동수면센터점,더보기,5.0,"1,094",4.8
커피빈 논현동수면센터점,더보기,5.0,34,4.5
커피빈 논현동수면센터점,더보기,5.0,34,4.5
커피빈 논현동수면센터점,더보기,5.0,34,4.5
파퓰러커피,공간 넓고 작업하기 좋은 넓은 책상이 하나 있어요. 맛은 아니여요.더보기,3.0,"1,556",3.8
파퓰러커피,더보기,4.0,3,4.3
파퓰러커피,더보기,5.0,70,3.5
파퓰러커피,공간이 넓습니다 자리도 편하구요 원두가 다양하게 있어 좋습니다더보기,4.0,187,3.8
파퓰러커피,깨끗하고 맛있습니다더보기,5.0,1,5.0
파퓰러커피,크림라떼 진짜 맛있고 에스프레소 크림도 진짜 맛있음 가격싸고 카공하기도 좋음 테라스도 요즘 감성에 맞기 꾸며가서 사진찍기도 좋음하지만 아메리카노는 어떤 원두를 골라도 산미가 너무 강함 ㅜㅜ 참고더보기,5.0,52,3.8
파퓰러커피,"제 인생 카페 입니다아바라, 크림 라떼 개추천아바라를 조금 더 추천 음료 뭘시켜도 맛있을듯카페 내부 향기도 좋음....동네는 조용하고 카페는 적당히 북적임나에겐 딱딱한 의자 빼고 모든것이 완벽하다구....접기",5.0,160,4.0
파퓰러커피,가야는이유 : 모던하고 넓은 공간과 양쪽 테라스 그리고 2층 소품샵까지 시간 보내기 좋은 카페안가는이유 : 원두 블렌딩이 입에 안맞는산미있는 A블렌딩은 구수한 맛이 산미와 어울리지 않았고 중강배전 B블렌딩은 탄맛이 거슬렸던접기,3.0,"3,532",3.3
파퓰러커피,공간이 넓습니다 자리도 편하구요 원두가 다양하게 있어 좋습니다더보기,4.0,187,3.8
파퓰러커피,깨끗하고 맛있습니다더보기,5.0,1,5.0
파퓰러커피,크림라떼 진짜 맛있고 에스프레소 크림도 진짜 맛있음 가격싸고 카공하기도 좋음 테라스도 요즘 감성에 맞기 꾸며가서 사진찍기도 좋음하지만 아메리카노는 어떤 원두를 골라도 산미가 너무 강함 ㅜㅜ 참고더보기,5.0,52,3.8
파퓰러커피,"제 인생 카페 입니다아바라, 크림 라떼 개추천아바라를 조금 더 추천 음료 뭘시켜도 맛있을듯카페 내부 향기도 좋음....동네는 조용하고 카페는 적당히 북적임나에겐 딱딱한 의자 빼고 모든것이 완벽하다구....접기",5.0,160,4.0
파퓰러커피,가야는이유 : 모던하고 넓은 공간과 양쪽 테라스 그리고 2층 소품샵까지 시간 보내기 좋은 카페안가는이유 : 원두 블렌딩이 입에 안맞는산미있는 A블렌딩은 구수한 맛이 산미와 어울리지 않았고 중강배전 B블렌딩은 탄맛이 거슬렸던접기,3.0,"3,532",3.3
파퓰러커피,공간이 넓습니다 자리도 편하구요 원두가 다양하게 있어 좋습니다더보기,4.0,187,3.8
파퓰러커피,깨끗하고 맛있습니다더보기,5.0,1,5.0
파퓰러커피,크림라떼 진짜 맛있고 에스프레소 크림도 진짜 맛있음 가격싸고 카공하기도 좋음 테라스도 요즘 감성에 맞기 꾸며가서 사진찍기도 좋음하지만 아메리카노는 어떤 원두를 골라도 산미가 너무 강함 ㅜㅜ 참고더보기,5.0,52,3.8
파퓰러커피,"제 인생 카페 입니다아바라, 크림 라떼 개추천아바라를 조금 더 추천 음료 뭘시켜도 맛있을듯카페 내부 향기도 좋음....동네는 조용하고 카페는 적당히 북적임나에겐 딱딱한 의자 빼고 모든것이 완벽하다구....접기",5.0,160,4.0
파퓰러커피,가야는이유 : 모던하고 넓은 공간과 양쪽 테라스 그리고 2층 소품샵까지 시간 보내기 좋은 카페안가는이유 : 원두 블렌딩이 입에 안맞는산미있는 A블렌딩은 구수한 맛이 산미와 어울리지 않았고 중강배전 B블렌딩은 탄맛이 거슬렸던접기,3.0,"3,532",3.3
파퓰러커피,여기 커피 맛있어요 ㅎㅎㅎㅎㅎ 크림캬라멜이 찐이에여 ㅋㅋㅋㅋ더보기,5.0,1,5.0
파퓰러커피,"초코라떼 존맛.. 라떼도 존맛..인테리어도 감각적이다 내서탈~자리쟁탈전 필요없음 어디 앉아도 만족스럽ㅋ,ㅋ러쉬 피해서 오시면 좋을듯요~더보기",5.0,1,5.0
파퓰러커피,커피 정말 맛있고 친절하고 카페가 너무 이뻐요!!!특히 크림캬라멜 강추에요ㅠㅠㅠㅠ!!! 꼭 드셔보세요더보기,5.0,5,3.4
파퓰러커피,합리적인 가격에 높은 품질의 커피맛차분한 응대 서비스원칙이 느껴지는 곳더보기,5.0,1,5.0
파퓰러커피,여기 커피 맛있어요 ㅎㅎㅎㅎㅎ 크림캬라멜이 찐이에여 ㅋㅋㅋㅋ더보기,5.0,1,5.0
파퓰러커피,"초코라떼 존맛.. 라떼도 존맛..인테리어도 감각적이다 내서탈~자리쟁탈전 필요없음 어디 앉아도 만족스럽ㅋ,ㅋ러쉬 피해서 오시면 좋을듯요~더보기",5.0,1,5.0
파퓰러커피,커피 정말 맛있고 친절하고 카페가 너무 이뻐요!!!특히 크림캬라멜 강추에요ㅠㅠㅠㅠ!!! 꼭 드셔보세요더보기,5.0,5,3.4
파퓰러커피,합리적인 가격에 높은 품질의 커피맛차분한 응대 서비스원칙이 느껴지는 곳더보기,5.0,1,5.0
파퓰러커피,여기 커피 맛있어요 ㅎㅎㅎㅎㅎ 크림캬라멜이 찐이에여 ㅋㅋㅋㅋ더보기,5.0,1,5.0
파퓰러커피,"초코라떼 존맛.. 라떼도 존맛..인테리어도 감각적이다 내서탈~자리쟁탈전 필요없음 어디 앉아도 만족스럽ㅋ,ㅋ러쉬 피해서 오시면 좋을듯요~더보기",5.0,1,5.0
파퓰러커피,커피 정말 맛있고 친절하고 카페가 너무 이뻐요!!!특히 크림캬라멜 강추에요ㅠㅠㅠㅠ!!! 꼭 드셔보세요더보기,5.0,5,3.4
파퓰러커피,합리적인 가격에 높은 품질의 커피맛차분한 응대 서비스원칙이 느껴지는 곳더보기,5.0,1,5.0
리더아벤트,"☕️메뉴: 바스크 치즈 케익, 커피바스크 치즈 케익이 컵케익같이 생겼고 양이 작아요커피에 들어간 얼음이 귀여워요.2층까지 있어서 매장이 넓고, 친구들과 이야기 하기 좋아요. 4명이서 앉을 수 있는 자리는 많이 없어요.접기",2.0,95,3.5
리더아벤트,사장님께서 1부터 10까지 신경쓴 티가 팍팍 나는 카페 아이스 음료에 귀여운 캐릭터 얼음은 볼때마다 기분 좋아요더보기,5.0,24,3.5
리더아벤트,카페가 이쁘고 분위기 있어서 들어갔는데 생각지 못하게 커피랑 밀크티가 맛있어서 좋았어요:)더보기,5.0,1,5.0
